date,ticker,drawdown
2025-10-10,AMZN,-0.10613072255025369
2025-10-10,META,-0.10661258022199083
2025-10-10,TSLA,-0.13831116813910305
2025-10-10,AMD,-0.08770590879705831
2025-10-10,NFLX,-0.08890094052931352
2025-10-10,CRM,-0.33905224749385976
2025-10-10,ORCL,-0.10617849688751291
2025-10-10,ADBE,-0.509696802359656
2025-10-10,AVGO,-0.12009574460386441
2025-10-10,QCOM,-0.30486305843126016
2025-10-10,INTC,-0.2986164742176821
2025-10-10,BTC-USD,-0.09248841644245198
2025-10-10,ETH-USD,-0.20456810693345728
2025-10-10,SOL-USD,-0.26657675254242597
2025-10-13,AAPL,-0.04046351605154186
2025-10-13,MSFT,-0.03872918403092829
2025-10-13,NVDA,-0.022069879608308085
2025-10-13,GOOGL,-0.04149656436033822
2025-10-13,AMZN,-0.090845205553024
2025-10-13,META,-0.09343918290226338
2025-10-13,TSLA,-0.091610037921523
2025-10-13,AMD,-0.08125318215325361
2025-10-13,NFLX,-0.08968505679387784
2025-10-13,CRM,-0.3197171257728135
2025-10-13,ORCL,-0.06026082883962869
2025-10-13,ADBE,-0.5070674060009643
2025-10-13,AVGO,-0.033170484436718994
2025-10-13,QCOM,-0.26779574889515034
2025-10-13,INTC,-0.2822244582769886
2025-10-13,BTC-USD,-0.07600209013795056
2025-10-13,ETH-USD,-0.12126652491934486
2025-10-13,SOL-USD,-0.18998045355441362
2025-10-14,AAPL,-0.040037356323885165
2025-10-14,MSFT,-0.03962676508451124
2025-10-14,NVDA,-0.06511920795874893
2025-10-14,GOOGL,-0.03639296964587868
2025-10-14,AMZN,-0.10604808075622452
2025-10-14,META,-0.10236921323461701
2025-10-14,TSLA,-0.10548909403250506
2025-10-14,AMD,-0.07416370097540659
2025-10-14,NFLX,-0.0924330814908908
2025-10-14,CRM,-0.3442756693682927
2025-10-14,ORCL,-0.08775043774490077
2025-10-14,ADBE,-0.5119775631937356
2025-10-14,AVGO,-0.06724131950610812
2025-10-14,QCOM,-0.2679767180721587
2025-10-14,INTC,-0.3128870908249056
2025-10-14,BTC-USD,-0.09325556019529668
2025-10-14,ETH-USD,-0.14611583164234399
2025-10-14,SOL-USD,-0.2129434934988731
2025-10-15,AAPL,-0.0339545818875826
2025-10-15,MSFT,-0.03988861709572
2025-10-15,NVDA,-0.06615775132590807
2025-10-15,GOOGL,-0.014486521314767908
2025-10-15,AMZN,-0.10943563786479305
2025-10-15,META,-0.09109581247331622
2025-10-15,TSLA,-0.09317299383136102
2025-10-15,AMD,0.0
2025-10-15,NFLX,-0.10143893851976993
2025-10-15,CRM,-0.35299973080082225
2025-10-15,ORCL,-0.07365489212946608
2025-10-15,ADBE,-0.5196914345075044
2025-10-15,AVGO,-0.04772590345536176
2025-10-15,QCOM,-0.2624098185542544
2025-10-15,INTC,-0.2835743794813155
2025-10-15,BTC-USD,-0.11197662321981938
2025-10-15,ETH-USD,-0.17466948140006033
2025-10-15,SOL-USD,-0.24574773458878552
2025-10-16,AAPL,-0.041277206993529214
